Author,Title,Type_of_Ban,Secondary Author(s),State,District,Date of Challenge/Removal,Origin of Challenge,Latitude,Longitude
"Beashel, Amy",The Sky Is Mine,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Beaty, Andrea","Sofia Valdez, Future Prez (Questioneers Picture Books Series)",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Beaty, Daniel",Knock Knock: My Dad's Dream for Me,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned Pending Investigation,,Kansas,Goddard Public Schools,2021-11-01,Administrator,38.5,-98.0
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned Pending Investigation,,Michigan,Rochester Community Schools District,2022-04-01,Administrator,44.182205,-84.506836
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned in Libraries and Classrooms,,Missouri,Nixa Public Schools,2022-05-01,Formal Challenge,38.573936,-92.60376
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned Pending Investigation,,Missouri,North Kansas City Schools,2021-10-01,Formal Challenge,38.573936,-92.60376
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned Pending Investigation,,Missouri,Wentzville School District,2021-10-01,Formal Challenge,38.573936,-92.60376
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned in Libraries and Classrooms,,Rhode Island,Pawtucket School Department,2021-12-01,Administrator,41.742325,-71.742332
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned in Libraries and Classrooms,,South Dakota,Rapid City Area Schools,2022-04-01,Administrator,44.5,-100.0
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned Pending Investigation,,Texas,Birdville Independent School District,2021-10-01,Formal Challenge,31.0,-100.0
"Bechdel, Alison",Fun Home: A Family Tragicomic,Banned in Libraries and Classrooms,,Texas,Clear Creek Independent School District,2022-05-01,Administrator,31.0,-100.0
"Becker, Helaine",Counting on Katherine: How Katherine Johnson Saved Apollo 13,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Beckman, Wendy Hart","Dating, Relationships, And Sexuality: What Teens Should Know",Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Behar, Ruth",Lucky Broken Girl,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Behar, Ruth",Lucky Broken Girl,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Belge, Kathy",Queer: The Ultimate LGBTQ Guide for Teens,Banned in Libraries,"Bieschke, Marke",Florida,St. Johns County School District,2022-05-01,Formal Challenge,27.994402,-81.760254
"Belge, Kathy",Queer: The Ultimate LGBTQ Guide for Teens,Banned in Libraries and Classrooms,"Bieschke, Marke",Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Belge, Kathy",Queer: The Ultimate LGBTQ Guide for Teens,Banned in Libraries and Classrooms,"Bieschke, Marke",Wisconsin,Elmbrook Schools,2021-07-01,Administrator,44.5,-89.5
"Belge, Kathy",Queer: The Ultimate LGBTQ Guide for Teens,Banned in Libraries and Classrooms,"Bieschke, Marke",Wisconsin,School District of Waukesha,2021-12-01,Administrator,44.5,-89.5
"Bell, Derrick",Faces at the Bottom of the Well: The Permanence of Racism,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Bell, Eric",Alan Cole Is Not a Coward,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Bell, William",Death Wind,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Bell, William",Death Wind,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Bell, William",La tormenta,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Benincasa, Sara",Great,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Benincasa, Sara",Great,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Bennett, Kelly",Not Norman: A Goldfish Story,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Bennett, Michael",Things That Make White People Uncomfortable (Adapted for Young Adults),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Benway, Robin",Far from the Tree,Banned in Libraries,,Indiana,Middlebury Community Schools,2021-12-01,Administrator,40.273502,-86.126976
"Benway, Robin",Far from the Tree,Banned Pending Investigation,,Tennessee,Hamilton County Schools,2021-10-01,Administrator,35.860119,-86.660156
"Benwell, Fox",Kaleidoscope Song,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Berenstain, Jan",The Berenstain Bears and the Big Question (The Berenstain Bears Series),Banned Pending Investigation,"Berenstain, Stan",Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Bermudez, Cyn",This Place Is Not My Home,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Bertie, Alex",Trans Mission: My Quest to a Beard,Banned Pending Investigation,,Kansas,Goddard Public Schools,2021-11-01,Administrator,38.5,-98.0
"Bertie, Alex",Trans Mission: My Quest to a Beard,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Bertie, Alex",Trans Mission: My Quest to a Beard,Banned in Libraries and Classrooms,,Texas,Frisco Independent School District,2022-02-01,Administrator,31.0,-100.0
"Bertie, Alex",Trans Mission: My Quest to a Beard,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Bevan, Thomas E.",Being Transgender: What You Should Know,Banned in Libraries and Classrooms,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Bick, Ilsa J.",The Sin-Eater's Confession,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Bick, Ilsa J.",The Sin-Eater's Confession,Banned Pending Investigation,,Texas,Klein Independent School District,2021-11-01,Administrator,31.0,-100.0
"Bick, Ilsa J.",The Sin-Eater's Confession,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Bildner, Phil",Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Bildner, Phil",Most Valuable Players (Rip and Red Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Bildner, Phil",Playing the Field,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Birch, Anna",I Kissed Alice,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Bird, Jackson","Sorted: Growing Up, Coming Out, and Finding My Place",Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Birtha, Becky",Grandmama's Pride,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Bjorkman, Lauren",My Invented Life,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Bjorkman, Lauren",My Invented Life,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Blackall, Sophie",The Baby Tree,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Blackall, Sophie",The Baby Tree,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Blackall, Sophie",The Baby Tree,Banned in Libraries and Classrooms,,Wisconsin,School District of Cadott Community,2022-03-01,Formal Challenge,44.5,-89.5
"Blacker, Terence",Boy2Girl,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Blake, Ashley Herring",Girl Made of Stars,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Blake, Ashley Herring",Girl Made of Stars,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Blake, Ashley Herring",How to Make a Wish,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Blake, Ashley Herring",Ivy Aberdeen's Letter to the World,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Blake, Ashley Herring",Ivy Aberdeen's Letter to the World,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Blake, Ashley Herring",La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Blake, Ashley Herring",The Mighty Heart of Sunny St. James,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Blakemore, Kim Taylor",Bowery Girl,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Blount, Patty",Someone I Used to Know,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Blume, Judy",Forever...,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-03-01,Administrator,27.994402,-81.760254
"Blume, Judy",Forever...,Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Blume, Judy",Forever...,Banned in Libraries and Classrooms,,Florida,Jackson County School District,2022-04-01,Administrator,27.994402,-81.760254
"Blume, Judy",Forever...,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Blume, Judy","Then Again, Maybe I Won't",Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Blumenthal, Karen",Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Boelts, Maribeth",A Bike Like Sergio's,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Boelts, Maribeth",Those Shoes,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Bolden, Tonya",Changing the Equation: 50+ US Black Women in STEM,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Bongiovanni, Archie",A Quick & Easy Guide to They/Them Pronouns,Banned in Libraries and Classrooms,"Jimerson, Tristan",Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Borinsky, Agnes",Sasha Masha,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
Born This Way Foundation Reporters,Channel Kindness: Stories of Kindness and Community,Banned Pending Investigation,Lady Gaga,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Bors, Matt","Be Gay, Do Comics: Queer History, Memoir, and Satire from The Nib",Banned in Libraries and Classrooms,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Boteju, Tanya",Bruised,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Boteju, Tanya","Kings, Queens, and In-Betweens",Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Bourne, Shakirah","Allies: Real Talk About Showing Up, Screwing Up, And Trying Again",Banned Pending Investigation,"Levy, Dana Alison",Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Bowles, David",The Witch Owl Parliament (Clockwork Curandera Series),Banned Pending Investigation,Raúl the Third,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Bowman, Akemi Dawn",Summer Bird Blue,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Boyd, Maria",Will,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Braden, Ann",The Benefits of Being an Octopus,Banned in Libraries,,Mississippi,Madison County Schools,2022-04-01,Administrator,33.0,-90.0
"Brandon, James","Ziggy, Stardust and Me",Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Braswell, Kenneth","Daddy, There's A Noise Outside",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Braun, Eric",Protest Movements: Then and Now,Banned in Libraries and Classrooms,,Wisconsin,School District of Cadott Community,2022-03-01,Formal Challenge,44.5,-89.5
"Bray, Libba",Lair of Dreams (The Diviners Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Brewer, Z",Into the Real,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Bridges, Ruby",This Is Your Time,Banned in Libraries,,Texas,Katy Independent School District,2022-01-01,Administrator,31.0,-100.0
"Bridges, Ruby",This Is Your Time,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Brooks, Kevin",Black Rabbit Summer,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Brooks, Kevin",Black Rabbit Summer,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Brown-Wood, JaNay",Imani's Moon,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Brown, Dinah",Who Is Malala Yousafzai? (Who was...? Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,Banned Pending Investigation,,Kansas,Goddard Public Schools,2021-11-01,Administrator,38.5,-98.0
